Y;P;W
7.149290001246;0.516558830207;3.137630137521
5.474594226760;1.114127168809;2.002473663949
10.043845856583;1.704940709952;4.790580995021
2.086286945916;0.322903537881;0.331112359396
8.526549232445;1.687161113804;3.535570880651
2.937822317096;0.152276130514;0.456537223743
3.038512400415;0.141380757176;1.307939406466
4.487060264460;0.634605426571;1.857769270628
4.304446081659;0.766292798528;0.790514508101
5.868379556955;0.071174595375;2.512832945746
25.659898824306;3.445894095430;13.877567339889
12.319099235716;1.590742474609;5.925668521972
7.707247626082;0.494167111435;3.410035946254
6.680124409201;2.258662148596;3.108852988817
3.117265316043;0.329572734085;0.874469917465
20.772293714351;1.918147935386;10.075788799911
4.766816427285;0.682576263097;1.781001074649
2.404629027535;0.526034994957;0.617137498040
1.623656948330;1.286019237834;0.217667715516
3.530597362909;0.744356251872;1.480337757506
17.488933203747;2.525492435614;8.813795664568
2.181433244803;0.199669426264;0.647637459149
2.667525217480;0.271236435460;1.414183132604
2.616523132279;0.203259226959;0.672143671007
8.304173709962;2.119805795050;3.788753255755
2.186469040259;0.646387498235;1.314007327691
6.551908559966;0.343897783850;3.145131797850
2.247573921690;0.617658405491;0.626491309028
2.382313079032;1.025302791797;0.396464071649
2.016350274175;0.827672196863;0.697326890456
8.640907874202;0.206932173308;4.014715106427
2.806555364044;0.139875562967;0.857940070086
4.290061123410;1.491643155722;1.843069193864
12.822377423667;0.951989959219;5.895223497158
5.369191421048;0.506260594824;2.218842278294
6.247827827169;0.487322314281;2.061650939363
15.587114090387;3.162415595269;8.112239399003
7.053233291713;0.875836926760;2.627397973621
12.824970285774;1.397574103386;6.032986726385
19.625404013730;1.263383068704;9.403022218169
15.098545808119;0.529357285674;6.671169545571
7.669438012055;0.955155194704;3.670188526934
4.385413167540;0.150543586627;2.184719986581
10.177819227689;1.710164778784;5.289214480530
2.309263036713;0.261404281014;0.697289748022
1.475741857792;0.137897865893;0.359081286383
30.338606366125;2.017937812878;15.248627432537
12.084412949161;0.844147963077;5.460218923845
16.440766902667;0.850535938186;7.637934872171
9.786778800433;1.439141769868;4.249211433803
15.523042367931;1.447015190958;7.095284217344
7.532899905272;1.945144764554;3.452200557766
8.895347933102;1.025303186575;4.041577200001
13.087178695930;1.419022388887;6.009978924452
9.148219409333;2.631898255625;3.803590380981
1.873395293648;0.387501806620;1.246447838657
2.808824377797;0.032368725483;1.612383894662
13.608521078085;1.176863282960;6.363342361528
4.060980620840;0.558476146308;1.618437252650
36.273785384137;1.561857316302;18.054738730004
10.969804546023;1.434328029513;4.794268013029
5.187706161437;1.324480240930;2.003861546002
7.391546756329;0.462103112801;2.822102663262
11.399958639207;1.558079658941;5.368162993161
4.568592544041;2.711746543338;1.460674506604
4.724691570979;1.339153839881;1.271416957238
4.832169669097;1.625629054183;2.372280989591
17.002599197592;2.148542709632;8.047682163841
12.288886061486;0.975903332763;5.750729343112
6.392242879974;0.126952509994;2.615249856051
9.319622385516;0.277991509781;4.066297002391
4.518289961074;0.547863553337;1.669322787104
2.782022805513;0.485914543594;0.436960425078
5.570734667483;0.705856439346;2.334246564202
6.812771716677;1.730937074405;2.676892687322
2.461202752439;0.129085301689;0.710311340587
2.341110652396;0.554916574256;0.958418419455
8.349290158331;0.429918043086;3.712408129810
4.737384930849;1.564259485889;1.562391801833
3.038500881270;0.248141798573;0.514460748555
6.609023114695;0.586655148298;3.448773648798
14.691004292992;1.166624643992;6.816431118055
3.149224086284;0.198171141073;1.444305611828
1.536047289967;0.389794014546;0.132507682958
14.024961476920;0.341727308184;6.053799429618
7.398261677426;0.489506245067;3.292597241631
6.749541167875;1.391619814558;2.746972403967
2.745399414540;0.252964062849;0.708543528869
4.655552549633;1.164517491240;1.807788774742
3.118168880395;0.237692077288;0.415266932006
5.305895752719;0.479343208231;2.554807111325
8.228171531189;2.705887103940;3.833442479444
8.858178537084;0.985851776344;4.055003780949
7.422560393816;0.657747526346;3.625905354745
2.795543954936;1.205050643149;0.565930148762
12.605418399084;2.125128172376;5.279683142905
15.120441701953;0.625925114149;7.609797174526
4.179970372842;3.209995179058;1.492872607588
4.251677828895;0.563124686127;1.269597915000
7.964696932541;1.512432812242;3.585447235419
4.371364037169;0.670774138741;1.971103132040
19.625636254818;2.021340294182;9.632972467770
5.046970224597;0.457619313455;1.755737045712
1.679466699405;0.420645032302;0.763714357579
4.855590444607;1.331598873091;2.185137142163
4.548870554644;0.817681645081;1.336954786860
7.433006170703;1.725186721414;2.296768271033
4.852448300728;0.459752005972;1.517068751011
4.326232812655;0.283999569346;1.831511130277
4.776263826558;0.527305613625;2.039968656507
5.718718896013;0.427822524362;1.548791681195
10.782864487874;1.714976210823;4.407784946481
5.056950028186;0.334343714475;1.702355851394
3.703844171402;1.030550906704;1.484358206543
2.793565446116;0.848218059250;0.885319532762
1.428032159391;0.079464997556;0.940203419302
4.731917104371;1.907638679142;2.665973332881
9.452770345481;0.496846518278;4.172268425683
21.173138633451;1.533891513843;10.165913457293
1.760283080711;0.573110447392;0.571856179255
20.259533492105;2.742262826592;10.594382292262
9.148712357739;1.181425284934;4.493011294406
2.818285952407;0.896688631349;1.153085081889
