Y;P;W;Z
4.093874057283;0.897294259269;1.479493196731;0.000000000000
7.140199369132;1.271175849370;3.085312707447;0.000000000000
4.583280133369;3.403472219898;2.638240652256;0.000000000000
9.592136224288;1.517598645840;4.231148196237;0.000000000000
6.329370104128;0.322413259176;2.498781384267;0.000000000000
3.963911983650;0.639372821768;1.836163727976;0.000000000000
3.499528655081;0.611342753380;1.358443315308;0.000000000000
8.738932886522;0.971209294924;4.106932919093;0.000000000000
16.293880103713;1.275895207398;8.080435330969;0.000000000000
4.091046530244;0.427762381789;1.110036486398;0.000000000000
5.614473999819;0.654847773447;1.999184238797;0.000000000000
3.226368344193;0.780656884111;1.014232162479;0.000000000000
6.021306637450;1.095894153310;2.176940074418;0.000000000000
4.047884686479;0.189205167017;0.836078831962;0.000000000000
6.509833922226;0.425809750708;2.628273924778;0.000000000000
14.413113243220;2.103095529570;6.131440939181;0.000000000000
2.701573195466;0.461668618267;0.693943390033;0.000000000000
11.326067500537;0.581537349494;5.319564957926;0.000000000000
13.526624702809;1.072746126775;6.863876072514;0.000000000000
9.481222132976;0.855329688245;4.599730502677;0.000000000000
3.346401664374;1.079695440264;0.971361282436;0.000000000000
2.884793801104;0.226768739178;0.670401892181;0.000000000000
5.678805316106;1.042548286876;2.260734229389;0.000000000000
6.655911893731;0.747717352538;3.450753083735;0.000000000000
1.379446021697;0.179936279970;0.876099744035;0.000000000000
2.999677750422;0.667865638715;0.885286966346;0.000000000000
2.135018216445;0.299675226678;0.163649974090;0.000000000000
7.576926623636;0.686959017132;2.419629930648;0.000000000000
7.062473530008;1.262996293450;3.265115359571;0.000000000000
6.045991253517;1.030118627494;2.032114593884;0.000000000000
5.255675170612;0.317723328331;2.310101659232;0.000000000000
1.571438833042;0.368594740911;0.416530827488;0.000000000000
2.068526751603;0.609518490137;0.529487962056;0.000000000000
23.840138060468;3.780605355049;12.947622733911;0.000000000000
4.159721815229;0.409431077907;1.297853548088;0.000000000000
11.704728589775;1.007731184158;5.577708376661;0.000000000000
14.246977275527;2.326082302614;7.424968527381;0.000000000000
1.805655388786;0.717542562432;0.798259293829;0.000000000000
2.931284644335;0.738754172357;0.355351964948;0.000000000000
4.015910598858;0.432145510272;0.896099847794;0.000000000000
2.222609503087;0.587796053965;0.448812418070;0.000000000000
11.262804546707;4.479707790574;6.256778534014;0.000000000000
3.805346091526;1.541429355294;1.403547730452;0.000000000000
7.771893686622;1.034197062737;3.122006924569;0.000000000000
6.601153139646;0.536185424169;2.712648476590;0.000000000000
4.733920951503;1.472722074897;2.052246231985;0.000000000000
3.272327429826;0.497069317339;1.119525282475;0.000000000000
7.241477283758;0.929011284385;3.358820905325;0.000000000000
2.895227290156;0.473607504042;0.554278779599;0.000000000000
7.240559895870;1.453641806740;2.436244598740;0.000000000000
5.607035164795;1.185386696572;2.249932589960;0.000000000000
7.710513933745;1.536177451322;3.695945613590;0.000000000000
3.800761927315;0.167896005946;0.422841388187;0.000000000000
14.544386480157;1.566126088879;6.779846856778;0.000000000000
4.733236332997;0.090956576552;2.299178214255;0.000000000000
9.168357322968;0.813213545561;4.530388365984;0.000000000000
4.376822010749;0.142714703562;1.655112878726;0.000000000000
3.175799021899;0.229298352641;0.776106606450;0.000000000000
17.744704541764;1.217538271155;8.413150618726;0.000000000000
9.274610130968;1.426420740853;3.619790392142;0.000000000000
